NUMBER, DRIVER_NUMBER, LAP_NUMBER,LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,DRIVER_NAME,PIT_TIME,GROUP,TEAM,POWER,LOCATION,EVENT
11,1,18,86,0,,26.926,0,33.957,0,46.175,0,113.7,46:06.0,46:06.0,00:26.9,00:34.0,00:46.2,LGRA,,,AD,,Location 2,Free Practice 1
13,1,1,95,0,,48.508,0,40.408,0,47.53,0,89.2,02:16.4,02:16.4,00:48.5,00:40.4,00:47.5,ACO,00:14.0,,DSo,,Location 2,Free Practice 1
13,1,2,129,0,,28.198,0,36.419,0,45.158,0,110.8,04:06.2,04:06.2,00:28.2,00:36.4,00:45.2,ACO,,,DSo,,Location 2,Free Practice 1
13,1,3,98,0,,54.317,0,44.766,0,44.434,0,84.8,06:29.7,06:29.7,00:54.3,00:44.8,00:44.4,ACO,,,DSo,,Location 2,Free Practice 1
13,1,4,108,0,,27.415,0,35.058,0,43.854,0,114.4,08:16.1,08:16.1,00:27.4,00:35.1,00:43.9,ACO,,,DSo,,Location 2,Free Practice 1
13,1,5,89,0,,26.635,0,35.483,0,43.424,0,115.3,10:01.6,10:01.6,00:26.6,00:35.5,00:43.4,ACO,,,DSo,,Location 2,Free Practice 1
13,1,6,69,0,,33.513,0,39.032,0,44.684,0,103.8,11:58.8,11:58.8,00:33.5,00:39.0,00:44.7,ACO,,,DSo,,Location 2,Free Practice 1
13,1,7,110,0,,26.543,0,34.076,0,43.191,0,117.2,13:42.6,13:42.6,00:26.5,00:34.1,00:43.2,ACO,,,DSo,,Location 2,Free Practice 1
13,1,8,85,0,,35.694,0,43.275,0,54.078,0,91.5,15:55.7,15:55.7,00:35.7,00:43.3,00:54.1,ACO,,,DSo,,Location 2,Free Practice 1
13,1,9,94,0,,26.315,0,33.684,0,45.748,0,115.1,17:41.4,17:41.4,00:26.3,00:33.7,00:45.7,ACO,,,DSo,,Location 2,Free Practice 1
13,1,10,73,0,B,28.269,0,33.661,0,49.087,0,109.6,19:32.5,19:32.5,00:28.3,00:33.7,00:49.1,ACO,,,DSo,,Location 2,Free Practice 1
13,1,11,93,0,,05:51.0,0,43.061,0,47.945,0,27.5,26:54.5,26:54.5,05:51.0,00:43.1,00:47.9,ACO,05:15.6,,DSo,,Location 2,Free Practice 1
13,1,12,133,0,,26.151,0,33.7,0,42.834,0,118.5,28:37.2,28:37.2,00:26.2,00:33.7,00:42.8,ACO,,,DSo,,Location 2,Free Practice 1
13,1,13,84,0,,36.484,0,47.609,0,48.999,0,91.4,30:50.3,30:50.3,00:36.5,00:47.6,00:49.0,ACO,,,DSo,,Location 2,Free Practice 1
13,1,14,129,0,,25.733,0,33.331,0,42.416,2,119.9,32:31.7,32:31.7,00:25.7,00:33.3,00:42.4,ACO,,,DSo,,Location 2,Free Practice 1
13,1,15,141,0,,35.766,0,44.815,0,50.046,0,93.2,34:42.4,34:42.4,00:35.8,00:44.8,00:50.0,ACO,,,DSo,235.0,Location 2,Free Practice 1
13,1,16,176,0,B,25.33,0,01:21.7,0,01:31.8,0,61.2,38:01.2,38:01.2,00:25.3,01:21.7,01:31.8,ACO,,,DSo,250.0,Location 2,Free Practice 1
13,1,17,98,0,,02:08.3,0,42.808,0,55.999,0,53.6,41:48.3,41:48.3,02:08.3,00:42.8,00:56.0,ACO,01:33.4,,DSo,250.0,Location 2,Free Practice 1
13,1,18,93,2,,24.922,2,32.418,3,42.699,0,121.6,43:28.4,43:28.4,00:24.9,00:32.4,00:42.7,ACO,,,DSo,250.0,Location 2,Free Practice 1
13,1,19,157,0,,25.759,0,36.366,0,44.472,0,114.1,45:15.0,45:15.0,00:25.8,00:36.4,00:44.5,ACO,,,DSo,250.0,Location 2,Free Practice 1
17,1,1,84,0,,52.941,0,40.229,0,50.027,0,85.0,02:23.2,02:23.2,00:52.9,00:40.2,00:50.0,NVR,00:19.5,,ME,,Location 2,Free Practice 1
17,1,2,72,0,,28.128,0,37.275,0,56.525,0,99.8,04:25.1,04:25.1,00:28.1,00:37.3,00:56.5,NVR,,,ME,,Location 2,Free Practice 1
17,1,3,84,0,,57.167,0,36.38,0,45.292,0,87.6,06:44.0,06:44.0,00:57.2,00:36.4,00:45.3,NVR,,,ME,,Location 2,Free Practice 1
17,1,4,150,0,,27.057,0,35.273,0,43.713,0,114.7,08:30.0,08:30.0,00:27.1,00:35.3,00:43.7,NVR,,,ME,,Location 2,Free Practice 1
17,1,5,90,0,,27.12,0,34.884,0,43.51,0,115.3,10:15.5,10:15.5,00:27.1,00:34.9,00:43.5,NVR,,,ME,,Location 2,Free Practice 1
17,1,6,113,0,,27.08,0,34.886,0,47.81,0,110.8,12:05.3,12:05.3,00:27.1,00:34.9,00:47.8,NVR,,,ME,,Location 2,Free Practice 1
17,1,7,98,0,,26.821,0,34.682,0,43.244,0,116.2,13:50.0,13:50.0,00:26.8,00:34.7,00:43.2,NVR,,,ME,,Location 2,Free Practice 1
17,1,8,94,0,,26.723,0,34.809,0,44.763,0,114.5,15:36.3,15:36.3,00:26.7,00:34.8,00:44.8,NVR,,,ME,,Location 2,Free Practice 1
17,1,9,157,0,B,27.101,0,34.776,0,51.073,0,107.7,17:29.3,17:29.3,00:27.1,00:34.8,00:51.1,NVR,,,ME,,Location 2,Free Practice 1
17,1,10,71,0,,05:35.4,0,38.487,0,46.589,0,28.9,24:29.7,24:29.7,05:35.4,00:38.5,00:46.6,NVR,05:04.0,,ME,,Location 2,Free Practice 1
17,1,11,108,0,,26.162,0,33.895,0,42.277,0,118.9,26:12.1,26:12.1,00:26.2,00:33.9,00:42.3,NVR,,,ME,,Location 2,Free Practice 1
17,1,12,87,0,,28.991,0,40.256,0,47.209,0,104.5,28:08.5,28:08.5,00:29.0,00:40.3,00:47.2,NVR,,,ME,,Location 2,Free Practice 1
17,1,13,107,0,,25.698,0,33.586,0,43.177,0,118.8,29:51.0,29:51.0,00:25.7,00:33.6,00:43.2,NVR,,,ME,250.0,Location 2,Free Practice 1
17,1,14,130,0,,36.462,0,38.889,0,53.195,0,94.7,31:59.5,31:59.5,00:36.5,00:38.9,00:53.2,NVR,,,ME,235.0,Location 2,Free Practice 1
17,1,15,90,0,,25.126,0,33.88,0,42.2,2,120.2,33:40.7,33:40.7,00:25.1,00:33.9,00:42.2,NVR,,,ME,235.0,Location 2,Free Practice 1
17,1,16,97,0,B,27.309,0,35.362,0,01:06.9,0,93.9,35:50.3,35:50.3,00:27.3,00:35.4,01:06.9,NVR,,,ME,235.0,Location 2,Free Practice 1
17,1,17,83,0,,04:06.8,0,38.621,0,46.789,0,36.6,41:22.5,41:22.5,04:06.8,00:38.6,00:46.8,NVR,03:38.2,,ME,250.0,Location 2,Free Practice 1
17,1,18,87,2,,24.841,2,32.583,2,42.715,0,121.5,43:02.6,43:02.6,00:24.8,00:32.6,00:42.7,NVR,,,ME,250.0,Location 2,Free Practice 1
17,1,19,83,0,,34.11,0,37.19,0,50.462,0,99.9,45:04.4,45:04.4,00:34.1,00:37.2,00:50.5,NVR,,,ME,250.0,Location 2,Free Practice 1
20,1,1,162,0,,01:05.3,0,41.024,0,54.627,0,75.6,02:41.0,02:41.0,01:05.3,00:41.0,00:54.6,MEV,00:31.4,,JE,,Location 2,Free Practice 1
20,1,2,94,0,,28.033,0,37.438,0,59.043,0,97.7,04:45.5,04:45.5,00:28.0,00:37.4,00:59.0,MEV,,,JE,,Location 2,Free Practice 1
20,1,3,90,0,,45.024,0,35.463,0,48.184,0,94.6,06:54.1,06:54.1,00:45.0,00:35.5,00:48.2,MEV,,,JE,,Location 2,Free Practice 1
20,1,4,102,0,,27.464,0,34.818,0,43.915,0,114.6,08:40.3,08:40.3,00:27.5,00:34.8,00:43.9,MEV,,,JE,,Location 2,Free Practice 1
20,1,5,125,0,,26.84,0,35.021,0,43.618,0,115.4,10:25.8,10:25.8,00:26.8,00:35.0,00:43.6,MEV,,,JE,,Location 2,Free Practice 1
20,1,6,121,0,,26.901,0,34.594,0,43.459,0,115.9,12:10.8,12:10.8,00:26.9,00:34.6,00:43.5,MEV,,,JE,,Location 2,Free Practice 1
20,1,7,75,0,,28.653,0,38.139,0,51.161,0,103.2,14:08.7,14:08.7,00:28.7,00:38.1,00:51.2,MEV,,,JE,,Location 2,Free Practice 1
20,1,8,94,0,,26.141,0,34.165,0,48.556,0,111.8,15:57.6,15:57.6,00:26.1,00:34.2,00:48.6,MEV,,,JE,,Location 2,Free Practice 1
20,1,9,74,0,,26.147,0,33.864,0,54.67,0,106.1,17:52.3,17:52.3,00:26.1,00:33.9,00:54.7,MEV,,,JE,,Location 2,Free Practice 1
20,1,10,87,0,,25.94,0,33.661,0,42.903,0,118.7,19:34.8,19:34.8,00:25.9,00:33.7,00:42.9,MEV,,,JE,,Location 2,Free Practice 1
20,1,11,89,0,B,25.966,0,34.321,0,49.44,0,110.9,21:24.5,21:24.5,00:26.0,00:34.3,00:49.4,MEV,,,JE,,Location 2,Free Practice 1
20,1,12,93,0,,09:27.7,0,37.219,0,48.502,0,18.6,32:17.9,32:17.9,09:27.7,00:37.2,00:48.5,MEV,08:57.7,,JE,235.0,Location 2,Free Practice 1
20,1,13,189,0,,25.341,0,33.138,0,41.863,0,121.3,33:58.2,33:58.2,00:25.3,00:33.1,00:41.9,MEV,,,JE,235.0,Location 2,Free Practice 1
20,1,14,105,0,B,27.027,0,34.701,0,01:19.4,0,86.2,36:19.4,36:19.4,00:27.0,00:34.7,01:19.4,MEV,,,JE,,Location 2,Free Practice 1
20,1,15,105,0,,03:59.3,0,36.486,0,47.77,0,37.6,41:42.9,41:42.9,03:59.3,00:36.5,00:47.8,MEV,03:30.7,,JE,,Location 2,Free Practice 1
20,1,16,107,0,,26.731,0,38.421,0,45.6,0,109.9,43:33.7,43:33.7,00:26.7,00:38.4,00:45.6,MEV,,,JE,250.0,Location 2,Free Practice 1
20,1,17,93,2,,24.986,2,33.129,2,41.492,2,122.2,45:13.3,45:13.3,00:25.0,00:33.1,00:41.5,MEV,,,JE,250.0,Location 2,Free Practice 1
22,1,1,95,0,,51.755,0,40.104,0,49.056,0,86.3,02:20.9,02:20.9,00:51.8,00:40.1,00:49.1,OROWL,00:18.4,,N ,,Location 2,Free Practice 1
22,1,2,85,0,,28.119,0,38.169,0,46.687,0,107.7,04:13.9,04:13.9,00:28.1,00:38.2,00:46.7,OROWL,,,N ,,Location 2,Free Practice 1
22,1,3,73,0,,01:03.3,0,36.654,0,45.513,0,83.6,06:39.4,06:39.4,01:03.3,00:36.7,00:45.5,OROWL,,,N ,,Location 2,Free Practice 1
22,1,4,145,0,,26.358,0,34.332,0,43.071,0,117.3,08:23.1,08:23.1,00:26.4,00:34.3,00:43.1,OROWL,,,N ,,Location 2,Free Practice 1
22,1,5,72,0,,26.627,0,34.94,0,46.525,0,112.6,10:11.2,10:11.2,00:26.6,00:34.9,00:46.5,OROWL,,,N ,,Location 2,Free Practice 1
22,1,6,91,0,,26.632,0,34.787,0,43.945,0,115.5,11:56.6,11:56.6,00:26.6,00:34.8,00:43.9,OROWL,,,N ,,Location 2,Free Practice 1
22,1,7,107,0,,26.713,0,34.61,0,43.587,0,116.0,13:41.5,13:41.5,00:26.7,00:34.6,00:43.6,OROWL,,,N ,,Location 2,Free Practice 1
22,1,8,85,0,,31.553,0,40.862,0,55.082,0,95.4,15:49.0,15:49.0,00:31.6,00:40.9,00:55.1,OROWL,,,N ,,Location 2,Free Practice 1
22,1,9,69,0,,26.002,0,33.798,0,42.631,0,118.8,17:31.4,17:31.4,00:26.0,00:33.8,00:42.6,OROWL,,,N ,,Location 2,Free Practice 1
22,1,10,85,0,B,31.612,0,42.467,0,58.582,0,91.7,19:44.1,19:44.1,00:31.6,00:42.5,00:58.6,OROWL,,,N ,,Location 2,Free Practice 1
22,1,11,89,0,,06:53.8,0,39.917,0,47.147,0,24.3,28:05.0,28:05.0,06:53.8,00:39.9,00:47.1,OROWL,06:18.2,,N ,,Location 2,Free Practice 1
22,1,12,94,0,,27.967,0,38.768,0,46.676,0,107.3,29:58.4,29:58.4,00:28.0,00:38.8,00:46.7,OROWL,,,N ,235.0,Location 2,Free Practice 1
22,1,13,83,0,,25.063,0,32.766,0,41.789,2,122.1,31:38.0,31:38.0,00:25.1,00:32.8,00:41.8,OROWL,,,N ,250.0,Location 2,Free Practice 1
22,1,14,98,0,,28.04,0,37.478,0,46.355,0,108.8,33:29.9,33:29.9,00:28.0,00:37.5,00:46.4,OROWL,,,N ,,Location 2,Free Practice 1
22,1,15,111,0,B,25.903,0,33.484,0,01:11.1,0,93.2,35:40.4,35:40.4,00:25.9,00:33.5,01:11.1,OROWL,,,N ,,Location 2,Free Practice 1
22,1,16,99,0,,04:31.5,0,39.131,0,46.356,0,34.1,41:37.4,41:37.4,04:31.5,00:39.1,00:46.4,OROWL,04:00.5,,N ,,Location 2,Free Practice 1
22,1,17,82,0,,26.862,0,38.189,0,45.167,0,110.4,43:27.6,43:27.6,00:26.9,00:38.2,00:45.2,OROWL,,,N ,250.0,Location 2,Free Practice 1
22,1,18,98,2,,24.726,2,32.622,2,42.21,0,122.2,45:07.2,45:07.2,00:24.7,00:32.6,00:42.2,OROWL,,,N ,250.0,Location 2,Free Practice 1
23,1,1,88,0,,49.234,0,40.362,0,49.795,0,87.3,02:19.4,02:19.4,00:49.2,00:40.4,00:49.8,SBU,00:15.1,,Nt,,Location 2,Free Practice 1
23,1,2,73,0,,30.287,0,36.304,0,45.987,0,108.1,04:12.0,04:12.0,00:30.3,00:36.3,00:46.0,SBU,,,Nt,,Location 2,Free Practice 1
23,1,3,93,0,,01:01.2,0,36,0,46.532,0,84.7,06:35.7,06:35.7,01:01.2,00:36.0,00:46.5,SBU,,,Nt,,Location 2,Free Practice 1
23,1,4,100,0,,27.26,0,35.228,0,43.948,0,114.3,08:22.1,08:22.1,00:27.3,00:35.2,00:43.9,SBU,,,Nt,,Location 2,Free Practice 1
23,1,5,88,0,,26.899,0,34.892,0,43.518,0,115.5,10:07.4,10:07.4,00:26.9,00:34.9,00:43.5,SBU,,,Nt,,Location 2,Free Practice 1
23,1,6,116,0,,27.206,0,35.428,0,44.101,0,114.0,11:54.2,11:54.2,00:27.2,00:35.4,00:44.1,SBU,,,Nt,,Location 2,Free Practice 1
23,1,7,101,0,,27.427,0,34.858,0,43.463,0,115.1,13:39.9,13:39.9,00:27.4,00:34.9,00:43.5,SBU,,,Nt,,Location 2,Free Practice 1
23,1,8,81,0,,27.171,0,43.423,0,51.142,0,100.0,15:41.6,15:41.6,00:27.2,00:43.4,00:51.1,SBU,,,Nt,,Location 2,Free Practice 1
23,1,9,112,2,,26.427,0,33.956,2,42.549,0,118.2,17:24.6,17:24.6,00:26.4,00:34.0,00:42.5,SBU,,,Nt,,Location 2,Free Practice 1
23,1,10,87,0,B,28.145,0,35.586,0,51.925,0,105.2,19:20.2,19:20.2,00:28.1,00:35.6,00:51.9,SBU,,,Nt,,Location 2,Free Practice 1
23,1,11,100,0,B,06:22.5,0,01:32.8,0,01:35.0,0,21.3,28:50.6,28:50.6,06:22.5,01:32.8,01:35.0,SBU,05:11.7,,Nt,,Location 2,Free Practice 1
23,1,12,73,0,B,06:47.0,0,01:23.1,0,01:28.2,0,21.0,38:28.8,38:28.8,06:47.0,01:23.1,01:28.2,SBU,05:59.7,,Nt,,Location 2,Free Practice 1
23,1,13,110,0,,01:26.4,0,37.542,0,46.58,0,71.4,41:19.3,41:19.3,01:26.4,00:37.5,00:46.6,SBU,00:57.2,,Nt,,Location 2,Free Practice 1
23,1,14,83,0,,28.835,0,40.676,0,49.529,0,102.2,43:18.3,43:18.3,00:28.8,00:40.7,00:49.5,SBU,,,Nt,250.0,Location 2,Free Practice 1
23,1,15,69,0,,25.099,2,50.764,0,41.863,2,103.4,45:16.0,45:16.0,00:25.1,00:50.8,00:41.9,SBU,,,Nt,250.0,Location 2,Free Practice 1
25,1,1,81,0,,47.989,0,40.423,0,01:05.5,0,79.1,02:33.9,02:33.9,00:48.0,00:40.4,01:05.5,JVER,00:12.4,,DS,,Location 2,Free Practice 1
25,1,2,97,0,,28.022,0,35.805,0,52.559,0,104.5,04:30.3,04:30.3,00:28.0,00:35.8,00:52.6,JVER,,,DS,,Location 2,Free Practice 1
25,1,3,84,0,,53.969,0,35.601,0,46.394,0,89.5,06:46.3,06:46.3,00:54.0,00:35.6,00:46.4,JVER,,,DS,,Location 2,Free Practice 1
25,1,4,96,0,,26.908,0,34.626,0,01:09.0,0,93.2,08:56.8,08:56.8,00:26.9,00:34.6,01:09.0,JVER,,,DS,,Location 2,Free Practice 1
25,1,5,103,0,,26.89,0,34.835,0,43.867,0,115.2,10:42.4,10:42.4,00:26.9,00:34.8,00:43.9,JVER,,,DS,,Location 2,Free Practice 1
25,1,6,105,0,,26.515,0,35.009,0,44.878,0,114.4,12:28.8,12:28.8,00:26.5,00:35.0,00:44.9,JVER,,,DS,,Location 2,Free Practice 1
25,1,7,83,0,,26.056,0,33.846,0,43.215,0,118.0,14:11.9,14:11.9,00:26.1,00:33.8,00:43.2,JVER,,,DS,,Location 2,Free Practice 1
25,1,8,130,0,,32.31,0,48.123,0,01:05.8,0,83.2,16:38.2,16:38.2,00:32.3,00:48.1,01:05.8,JVER,,,DS,,Location 2,Free Practice 1
25,1,9,117,0,,37.182,0,35.343,0,46.746,0,102.0,18:37.4,18:37.4,00:37.2,00:35.3,00:46.7,JVER,,,DS,,Location 2,Free Practice 1
25,1,10,89,0,B,27.112,0,34.798,0,51.584,0,107.2,20:30.9,20:30.9,00:27.1,00:34.8,00:51.6,JVER,,,DS,,Location 2,Free Practice 1
25,1,11,144,0,,05:26.7,0,40.161,0,51.095,0,29.1,27:28.9,27:28.9,05:26.7,00:40.2,00:51.1,JVER,04:53.6,,DS,,Location 2,Free Practice 1
25,1,12,93,0,,28.661,0,40.171,0,57.302,0,96.5,29:35.0,29:35.0,00:28.7,00:40.2,00:57.3,JVER,,,DS,235.0,Location 2,Free Practice 1
25,1,13,119,0,,25.078,0,32.605,2,42.109,0,121.9,31:14.8,31:14.8,00:25.1,00:32.6,00:42.1,JVER,,,DS,250.0,Location 2,Free Practice 1
25,1,14,73,0,,30.198,0,38.532,0,47.294,0,104.9,33:10.9,33:10.9,00:30.2,00:38.5,00:47.3,JVER,,,DS,,Location 2,Free Practice 1
25,1,15,123,0,,25.739,0,33.307,0,42.434,0,119.9,34:52.3,34:52.3,00:25.7,00:33.3,00:42.4,JVER,,,DS,,Location 2,Free Practice 1
25,1,16,100,0,B,46.204,0,01:23.0,0,01:29.0,0,55.7,38:30.6,38:30.6,00:46.2,01:23.0,01:29.0,JVER,,,DS,,Location 2,Free Practice 1
25,1,17,107,0,,02:05.9,0,46.244,0,47.611,0,55.4,42:10.3,42:10.3,02:05.9,00:46.2,00:47.6,JVER,01:31.8,,DS,,Location 2,Free Practice 1
25,1,18,97,0,,30.621,0,37.664,0,45.304,0,107.1,44:03.9,44:03.9,00:30.6,00:37.7,00:45.3,JVER,,,DS,250.0,Location 2,Free Practice 1
25,1,19,73,2,,24.705,3,32.906,0,42.005,2,122.1,45:43.5,45:43.5,00:24.7,00:32.9,00:42.0,JVER,,,DS,250.0,Location 2,Free Practice 1
27,1,1,73,0,,01:00.4,0,41.556,0,50.762,0,79.7,02:32.7,02:32.7,01:00.4,00:41.6,00:50.8,J,00:26.2,,BMWE,,Location 2,Free Practice 1
27,1,2,110,0,,27.881,0,36.534,0,52.483,0,104.1,04:29.6,04:29.6,00:27.9,00:36.5,00:52.5,J,,,BMWE,,Location 2,Free Practice 1
27,1,3,133,0,,55.146,0,36.696,0,54.496,0,83.1,06:55.9,06:55.9,00:55.1,00:36.7,00:54.5,J,,,BMWE,,Location 2,Free Practice 1
27,1,4,92,0,,26.973,0,34.935,0,43.913,0,115.0,08:41.7,08:41.7,00:27.0,00:34.9,00:43.9,J,,,BMWE,,Location 2,Free Practice 1
27,1,5,122,0,,26.521,0,34.41,0,43.658,0,116.3,10:26.3,10:26.3,00:26.5,00:34.4,00:43.7,J,,,BMWE,,Location 2,Free Practice 1
27,1,6,87,0,,31.477,0,36.706,0,51.413,0,101.7,12:25.9,12:25.9,00:31.5,00:36.7,00:51.4,J,,,BMWE,,Location 2,Free Practice 1
27,1,7,82,0,,26.274,0,34.353,0,03:32.3,0,44.6,16:58.8,16:58.8,00:26.3,00:34.4,03:32.3,J,,,BMWE,,Location 2,Free Practice 1
27,1,8,79,0,,26.305,0,33.984,0,43.124,0,117.7,18:42.2,18:42.2,00:26.3,00:34.0,00:43.1,J,,,BMWE,,Location 2,Free Practice 1
27,1,9,87,0,,29.967,0,40.22,0,48.391,0,102.6,20:40.8,20:40.8,00:30.0,00:40.2,00:48.4,J,,,BMWE,,Location 2,Free Practice 1
27,1,10,71,0,,26.04,0,33.76,0,42.614,0,118.8,22:23.2,22:23.2,00:26.0,00:33.8,00:42.6,J,,,BMWE,,Location 2,Free Practice 1
27,1,11,98,0,B,27.893,0,35.075,0,50.7,0,107.0,24:16.9,24:16.9,00:27.9,00:35.1,00:50.7,J,,,BMWE,,Location 2,Free Practice 1
27,1,12,88,0,,04:28.3,0,38.435,0,47.89,0,34.3,30:11.6,30:11.5,04:28.3,00:38.4,00:47.9,J,03:56.6,,BMWE,,Location 2,Free Practice 1
27,1,13,74,0,,26.503,0,34.078,0,43.213,0,117.2,31:55.3,31:55.3,00:26.5,00:34.1,00:43.2,J,,,BMWE,,Location 2,Free Practice 1
27,1,14,76,0,,26.015,0,37.605,0,53.045,0,104.3,33:52.0,33:52.0,00:26.0,00:37.6,00:53.0,J,,,BMWE,,Location 2,Free Practice 1
27,1,15,89,0,B,28.046,0,41.378,0,01:19.7,0,81.6,36:21.1,36:21.1,00:28.0,00:41.4,01:19.7,J,,,BMWE,,Location 2,Free Practice 1
27,1,16,114,0,,04:26.6,0,37.18,0,49.813,0,34.4,42:14.7,42:14.7,04:26.6,00:37.2,00:49.8,J,03:57.5,,BMWE,250.0,Location 2,Free Practice 1
27,1,17,0,2,,25.218,2,32.733,2,41.636,2,122.2,43:54.3,43:54.3,00:25.2,00:32.7,00:41.6,J,,,BMWE,250.0,Location 2,Free Practice 1
27,1,18,122,0,,29.222,0,42.193,0,45.935,0,103.7,45:51.6,45:51.6,00:29.2,00:42.2,00:45.9,J,,,BMWE,250.0,Location 2,Free Practice 1
28,1,1,93,0,,02:02.0,0,39.988,0,46.823,0,58.3,03:28.9,03:28.9,02:02.0,00:40.0,00:46.8,MNT,01:26.7,,BMWl,,Location 2,Free Practice 1
28,1,2,87,0,,27.8,0,48.562,0,01:16.6,0,79.5,06:01.8,06:01.8,00:27.8,00:48.6,01:16.6,MNT,,,BMWl,,Location 2,Free Practice 1
28,1,3,93,0,,26.875,0,34.816,0,43.786,0,115.4,07:47.3,07:47.3,00:26.9,00:34.8,00:43.8,MNT,,,BMWl,,Location 2,Free Practice 1
28,1,4,87,0,,26.396,0,34.026,0,43.652,0,116.9,09:31.4,09:31.4,00:26.4,00:34.0,00:43.7,MNT,,,BMWl,,Location 2,Free Practice 1
28,1,5,83,0,,26.433,0,34.399,0,43.305,0,116.8,11:15.5,11:15.5,00:26.4,00:34.4,00:43.3,MNT,,,BMWl,,Location 2,Free Practice 1
28,1,6,113,0,B,26.389,0,34.373,0,49.944,0,109.9,13:06.2,13:06.2,00:26.4,00:34.4,00:49.9,MNT,,,BMWl,,Location 2,Free Practice 1
28,1,7,105,0,,07:56.0,0,35.542,0,44.183,0,21.9,22:21.9,22:21.9,07:56.0,00:35.5,00:44.2,MNT,07:27.9,,BMWl,,Location 2,Free Practice 1
28,1,8,117,0,,26.692,0,34.2,0,43.113,0,117.0,24:05.9,24:05.9,00:26.7,00:34.2,00:43.1,MNT,,,BMWl,,Location 2,Free Practice 1
28,1,9,129,0,,26.354,0,40.504,0,56.856,0,98.4,26:09.6,26:09.6,00:26.4,00:40.5,00:56.9,MNT,,,BMWl,,Location 2,Free Practice 1
28,1,10,71,0,B,25.963,0,33.705,0,46.481,0,114.6,27:55.8,27:55.8,00:26.0,00:33.7,00:46.5,MNT,,,BMWl,,Location 2,Free Practice 1
28,1,11,83,0,B,06:57.7,0,49.231,0,01:28.9,0,21.9,37:11.6,37:11.6,06:57.7,00:49.2,01:28.9,MNT,06:28.6,,BMWl,,Location 2,Free Practice 1
28,1,12,70,0,,02:46.2,0,38.756,0,51.102,0,47.5,41:27.6,41:27.6,02:46.2,00:38.8,00:51.1,MNT,02:18.7,,BMWl,235.0,Location 2,Free Practice 1
28,1,13,83,2,,25.27,0,32.956,2,41.714,2,121.8,43:07.6,43:07.6,00:25.3,00:33.0,00:41.7,MNT,,,BMWl,250.0,Location 2,Free Practice 1
28,1,14,96,0,,26.809,0,36.823,0,43.058,0,114.1,44:54.3,44:54.3,00:26.8,00:36.8,00:43.1,MNT,,,BMWl,250.0,Location 2,Free Practice 1
28,1,15,88,0,,25.15,2,37.491,0,42.104,0,116.2,46:39.0,46:39.0,00:25.1,00:37.5,00:42.1,MNT,,,BMWl,250.0,Location 2,Free Practice 1
29,1,1,72,0,,01:10.2,0,40.01,0,53.23,0,74.4,02:43.4,02:43.4,01:10.2,00:40.0,00:53.2,AS,00:36.4,,MAHINDRAd,,Location 2,Free Practice 1
29,1,2,119,0,,26.968,0,34.797,0,55.134,0,104.1,04:40.3,04:40.3,00:27.0,00:34.8,00:55.1,AS,,,MAHINDRAd,,Location 2,Free Practice 1
29,1,3,89,0,,49.164,0,34.723,0,48.413,0,92.0,06:52.6,06:52.6,00:49.2,00:34.7,00:48.4,AS,,,MAHINDRAd,,Location 2,Free Practice 1
29,1,4,84,0,,27.107,0,34.853,0,43.99,0,114.8,08:38.6,08:38.6,00:27.1,00:34.9,00:44.0,AS,,,MAHINDRAd,,Location 2,Free Practice 1
29,1,5,91,0,,26.707,0,34.59,0,43.995,0,115.6,10:23.9,10:23.9,00:26.7,00:34.6,00:44.0,AS,,,MAHINDRAd,,Location 2,Free Practice 1
29,1,6,96,0,,26.569,0,34.585,0,43.632,0,116.1,12:08.7,12:08.7,00:26.6,00:34.6,00:43.6,AS,,,MAHINDRAd,,Location 2,Free Practice 1
29,1,7,104,0,,26.885,0,35.215,0,48.815,0,109.7,13:59.6,13:59.6,00:26.9,00:35.2,00:48.8,AS,,,MAHINDRAd,,Location 2,Free Practice 1
29,1,8,103,0,,26.571,0,34.349,0,53.38,0,106.5,15:53.9,15:53.9,00:26.6,00:34.3,00:53.4,AS,,,MAHINDRAd,,Location 2,Free Practice 1
29,1,9,70,0,,26.235,0,34.037,0,43.209,0,117.6,17:37.4,17:37.4,00:26.2,00:34.0,00:43.2,AS,,,MAHINDRAd,,Location 2,Free Practice 1
29,1,10,91,0,B,26.286,0,34.019,0,49.544,0,110.8,19:27.2,19:27.2,00:26.3,00:34.0,00:49.5,AS,,,MAHINDRAd,,Location 2,Free Practice 1
29,1,11,84,0,,07:15.0,0,37.826,0,53.778,0,23.1,28:13.8,28:13.8,07:15.0,00:37.8,00:53.8,AS,06:40.7,,MAHINDRAd,,Location 2,Free Practice 1
29,1,12,85,0,,26.023,0,33.907,0,45.38,0,115.5,29:59.2,29:59.2,00:26.0,00:33.9,00:45.4,AS,,,MAHINDRAd,,Location 2,Free Practice 1
