Lap_Number,Lap_Time,Lap_Improvement,S1,S1_Improvement,S2,S2_Improvement,S3,S3_Improvement,Kph,Elapsed,Driver_Name,Pit_Time,Team,Power,Location,Event,Air_Temp,Track_Temp,Humidity,Pressure,Wind_Speed,Wind_Direction,Rain
8,85,0,35.694,0,43.275,0,54.078,0,91.5,955.7,ACO,22.26315789,DSo,250,Location 2,Free Practice 1,10.5,11.8,65,1017.68,2.12187,83,-1
9,94,0,26.315,0,33.684,0,45.748,0,115.1,1061.4,ACO,22.26315789,DSo,250,Location 2,Free Practice 1,10.5556,11.9,65,1017.58,0,71,-1
10,73,0,28.269,0,33.661,0,49.087,0,109.6,1172.5,ACO,22.26315789,DSo,250,Location 2,Free Practice 1,10.5556,12,65,1017.71,0,71,-1
11,93,0,351,0,43.061,0,47.945,0,27.5,1614.5,ACO,22.26315789,DSo,250,Location 2,Free Practice 1,10.7222,12.3,65,1017.64,0,71,-1
12,133,0,26.151,0,33.7,0,42.834,0,118.5,1717.2,ACO,22.26315789,DSo,250,Location 2,Free Practice 1,10.7778,12.3,65,1017.64,0,71,-1
13,84,0,36.484,0,47.609,0,48.999,0,91.4,1850.3,ACO,22.26315789,DSo,250,Location 2,Free Practice 1,10.8333,12.4,65,1017.68,0,71,-1
14,129,0,25.733,0,33.331,0,42.416,2,119.9,1951.7,ACO,22.26315789,DSo,250,Location 2,Free Practice 1,10.8889,12.5,65,1017.58,0,71,-1
15,141,0,35.766,0,44.815,0,50.046,0,93.2,2082.4,ACO,22.26315789,DSo,235,Location 2,Free Practice 1,10.9444,12.6,65,1017.64,0,71,-1
16,176,0,25.33,0,81.7,0,91.8,0,61.2,2281.2,ACO,22.26315789,DSo,250,Location 2,Free Practice 1,10.57011048,12.02857143,65.66666667,1017.621667,0.202082381,75.57142857,-1
17,98,0,128.3,0,42.808,0,55.999,0,53.6,2508.3,ACO,22.26315789,DSo,250,Location 2,Free Practice 1,11.0556,12.8,65,1017.51,0,71,-1
18,93,2,24.922,2,32.418,3,42.699,0,121.6,2608.4,ACO,22.26315789,DSo,250,Location 2,Free Practice 1,11.1667,12.8,65,1017.58,0,71,-1
19,157,0,25.759,0,36.366,0,44.472,0,114.1,2715,ACO,22.26315789,DSo,250,Location 2,Free Practice 1,10.57011048,12.02857143,65.66666667,1017.621667,0.202082381,75.57142857,-1
1,84,0,52.941,0,40.229,0,50.027,0,85,143.2,NVR,28.51052632,ME,250,Location 2,Free Practice 1,9.83333,11.2,68,1017.61,1.06093,84,-1
2,72,0,28.128,0,37.275,0,56.525,0,99.8,265.1,NVR,28.51052632,ME,250,Location 2,Free Practice 1,9.94445,11.2,67,1017.61,0,84,-1
3,84,0,57.167,0,36.38,0,45.292,0,87.6,404,NVR,28.51052632,ME,250,Location 2,Free Practice 1,10.0556,11.3,67,1017.64,0,84,-1
4,150,0,27.057,0,35.273,0,43.713,0,114.7,510,NVR,28.51052632,ME,250,Location 2,Free Practice 1,10.1111,11.3,67,1017.61,0,84,-1
5,90,0,27.12,0,34.884,0,43.51,0,115.3,615.5,NVR,28.51052632,ME,250,Location 2,Free Practice 1,10.2222,11.4,67,1017.61,0,84,-1
6,113,0,27.08,0,34.886,0,47.81,0,110.8,725.3,NVR,28.51052632,ME,250,Location 2,Free Practice 1,10.3333,11.5,66,1017.68,0,84,-1
7,98,0,26.821,0,34.682,0,43.244,0,116.2,830,NVR,28.51052632,ME,250,Location 2,Free Practice 1,10.3889,11.6,66,1017.61,2.12187,83,-1
8,94,0,26.723,0,34.809,0,44.763,0,114.5,936.3,NVR,28.51052632,ME,250,Location 2,Free Practice 1,10.5,11.8,65,1017.68,2.12187,83,-1
9,157,0,27.101,0,34.776,0,51.073,0,107.7,1049.3,NVR,28.51052632,ME,250,Location 2,Free Practice 1,10.5556,11.9,65,1017.58,0,71,-1
10,71,0,335.4,0,38.487,0,46.589,0,28.9,1469.7,NVR,28.51052632,ME,250,Location 2,Free Practice 1,10.6667,12.2,65,1017.64,0,71,-1
11,108,0,26.162,0,33.895,0,42.277,0,118.9,1572.1,NVR,28.51052632,ME,250,Location 2,Free Practice 1,10.7222,12.3,65,1017.64,0,71,-1
12,87,0,28.991,0,40.256,0,47.209,0,104.5,1688.5,NVR,28.51052632,ME,250,Location 2,Free Practice 1,10.7778,12.3,65,1017.64,0,71,-1
13,107,0,25.698,0,33.586,0,43.177,0,118.8,1791,NVR,28.51052632,ME,250,Location 2,Free Practice 1,10.7778,12.4,65,1017.71,0,71,-1
14,130,0,36.462,0,38.889,0,53.195,0,94.7,1919.5,NVR,28.51052632,ME,235,Location 2,Free Practice 1,10.8333,12.5,65,1017.58,0,71,-1
15,90,0,25.126,0,33.88,0,42.2,2,120.2,2020.7,NVR,28.51052632,ME,235,Location 2,Free Practice 1,10.8889,12.6,65,1017.68,0,71,-1
16,97,0,27.309,0,35.362,0,66.9,0,93.9,2150.3,NVR,28.51052632,ME,235,Location 2,Free Practice 1,10.9444,12.6,65,1017.51,0,71,-1
17,83,0,246.8,0,38.621,0,46.789,0,36.6,2482.5,NVR,28.51052632,ME,250,Location 2,Free Practice 1,11.0556,12.8,65,1017.51,0,71,-1
18,87,2,24.841,2,32.583,2,42.715,0,121.5,2582.6,NVR,28.51052632,ME,250,Location 2,Free Practice 1,11.1667,12.8,65,1017.58,0,71,-1
19,83,0,34.11,0,37.19,0,50.462,0,99.9,2704.4,NVR,28.51052632,ME,250,Location 2,Free Practice 1,10.57011048,12.02857143,65.66666667,1017.621667,0.202082381,75.57142857,-1
1,162,0,65.3,0,41.024,0,54.627,0,75.6,161,MEV,45.87058824,JE,250,Location 2,Free Practice 1,9.83333,11.2,68,1017.61,1.06093,84,-1
2,94,0,28.033,0,37.438,0,59.043,0,97.7,285.5,MEV,45.87058824,JE,250,Location 2,Free Practice 1,9.94445,11.2,67,1017.61,0,84,-1
3,90,0,45.024,0,35.463,0,48.184,0,94.6,414.1,MEV,45.87058824,JE,250,Location 2,Free Practice 1,10.0556,11.3,67,1017.64,0,84,-1
4,102,0,27.464,0,34.818,0,43.915,0,114.6,520.3,MEV,45.87058824,JE,250,Location 2,Free Practice 1,10.1111,11.3,67,1017.61,0,84,-1
5,125,0,26.84,0,35.021,0,43.618,0,115.4,625.8,MEV,45.87058824,JE,250,Location 2,Free Practice 1,10.2222,11.4,67,1017.61,0,84,-1
6,121,0,26.901,0,34.594,0,43.459,0,115.9,730.8,MEV,45.87058824,JE,250,Location 2,Free Practice 1,10.3333,11.5,66,1017.68,0,84,-1
7,75,0,28.653,0,38.139,0,51.161,0,103.2,848.7,MEV,45.87058824,JE,250,Location 2,Free Practice 1,10.4444,11.6,66,1017.61,1.06093,83,-1
8,94,0,26.141,0,34.165,0,48.556,0,111.8,957.6,MEV,45.87058824,JE,250,Location 2,Free Practice 1,10.5,11.8,65,1017.68,2.12187,83,-1
9,74,0,26.147,0,33.864,0,54.67,0,106.1,1072.3,MEV,45.87058824,JE,250,Location 2,Free Practice 1,10.5556,11.9,65,1017.58,0,71,-1
10,87,0,25.94,0,33.661,0,42.903,0,118.7,1174.8,MEV,45.87058824,JE,250,Location 2,Free Practice 1,10.5556,12,65,1017.71,0,71,-1
11,89,0,25.966,0,34.321,0,49.44,0,110.9,1284.5,MEV,45.87058824,JE,250,Location 2,Free Practice 1,10.57011048,12.02857143,65.66666667,1017.621667,0.202082381,75.57142857,-1
12,93,0,567.7,0,37.219,0,48.502,0,18.6,1937.9,MEV,45.87058824,JE,235,Location 2,Free Practice 1,10.8889,12.5,65,1017.58,0,71,-1
13,189,0,25.341,0,33.138,0,41.863,0,121.3,2038.2,MEV,45.87058824,JE,235,Location 2,Free Practice 1,10.8889,12.6,65,1017.68,0,71,-1
14,105,0,27.027,0,34.701,0,79.4,0,86.2,2179.4,MEV,45.87058824,JE,250,Location 2,Free Practice 1,10.9444,12.6,65,1017.54,0,71,-1
15,105,0,239.3,0,36.486,0,47.77,0,37.6,2502.9,MEV,45.87058824,JE,250,Location 2,Free Practice 1,11.0556,12.8,65,1017.51,0,71,-1
16,107,0,26.731,0,38.421,0,45.6,0,109.9,2613.7,MEV,45.87058824,JE,250,Location 2,Free Practice 1,11.1667,12.8,65,1017.58,0,71,-1
17,93,2,24.986,2,33.129,2,41.492,2,122.2,2713.3,MEV,45.87058824,JE,250,Location 2,Free Practice 1,10.57011048,12.02857143,65.66666667,1017.621667,0.202082381,75.57142857,-1
1,95,0,51.755,0,40.104,0,49.056,0,86.3,140.9,OROWL,35.39444444,N ,250,Location 2,Free Practice 1,9.83333,11.2,68,1017.61,1.06093,84,-1
2,85,0,28.119,0,38.169,0,46.687,0,107.7,253.9,OROWL,35.39444444,N ,250,Location 2,Free Practice 1,9.94445,11.2,67,1017.61,0,84,-1
3,73,0,63.3,0,36.654,0,45.513,0,83.6,399.4,OROWL,35.39444444,N ,250,Location 2,Free Practice 1,10.0556,11.3,67,1017.64,0,84,-1
4,145,0,26.358,0,34.332,0,43.071,0,117.3,503.1,OROWL,35.39444444,N ,250,Location 2,Free Practice 1,10.1111,11.3,67,1017.61,0,84,-1
5,72,0,26.627,0,34.94,0,46.525,0,112.6,611.2,OROWL,35.39444444,N ,250,Location 2,Free Practice 1,10.2222,11.4,67,1017.61,0,84,-1
6,91,0,26.632,0,34.787,0,43.945,0,115.5,716.6,OROWL,35.39444444,N ,250,Location 2,Free Practice 1,10.2778,11.5,67,1017.64,0,84,-1
7,107,0,26.713,0,34.61,0,43.587,0,116,821.5,OROWL,35.39444444,N ,250,Location 2,Free Practice 1,10.3889,11.6,66,1017.61,2.12187,83,-1
8,85,0,31.553,0,40.862,0,55.082,0,95.4,949,OROWL,35.39444444,N ,250,Location 2,Free Practice 1,10.5,11.8,65,1017.68,2.12187,83,-1
9,69,0,26.002,0,33.798,0,42.631,0,118.8,1051.4,OROWL,35.39444444,N ,250,Location 2,Free Practice 1,10.5556,11.9,65,1017.58,0,71,-1
10,85,0,31.612,0,42.467,0,58.582,0,91.7,1184.1,OROWL,35.39444444,N ,250,Location 2,Free Practice 1,10.5556,12,65,1017.71,0,71,-1
11,89,0,413.8,0,39.917,0,47.147,0,24.3,1685,OROWL,35.39444444,N ,250,Location 2,Free Practice 1,10.7778,12.3,65,1017.64,0,71,-1
12,94,0,27.967,0,38.768,0,46.676,0,107.3,1798.4,OROWL,35.39444444,N ,235,Location 2,Free Practice 1,10.7778,12.4,65,1017.71,0,71,-1
13,83,0,25.063,0,32.766,0,41.789,2,122.1,1898,OROWL,35.39444444,N ,250,Location 2,Free Practice 1,10.8333,12.5,65,1017.58,0,71,-1
14,98,0,28.04,0,37.478,0,46.355,0,108.8,2009.9,OROWL,35.39444444,N ,250,Location 2,Free Practice 1,10.8889,12.6,65,1017.68,0,71,-1
15,111,0,25.903,0,33.484,0,71.1,0,93.2,2140.4,OROWL,35.39444444,N ,250,Location 2,Free Practice 1,10.9444,12.6,65,1017.51,0,71,-1
16,99,0,271.5,0,39.131,0,46.356,0,34.1,2497.4,OROWL,35.39444444,N ,250,Location 2,Free Practice 1,11.0556,12.8,65,1017.51,0,71,-1
17,82,0,26.862,0,38.189,0,45.167,0,110.4,2607.6,OROWL,35.39444444,N ,250,Location 2,Free Practice 1,11.1667,12.8,65,1017.58,0,71,-1
18,98,2,24.726,2,32.622,2,42.21,0,122.2,2707.2,OROWL,35.39444444,N ,250,Location 2,Free Practice 1,10.57011048,12.02857143,65.66666667,1017.621667,0.202082381,75.57142857,-1
1,88,0,49.234,0,40.362,0,49.795,0,87.3,139.4,SBU,49.58,Nt,250,Location 2,Free Practice 1,9.83333,11.2,68,1017.61,1.06093,84,-1
2,73,0,30.287,0,36.304,0,45.987,0,108.1,252,SBU,49.58,Nt,250,Location 2,Free Practice 1,9.94445,11.2,67,1017.61,0,84,-1
3,93,0,61.2,0,36,0,46.532,0,84.7,395.7,SBU,49.58,Nt,250,Location 2,Free Practice 1,10.0556,11.3,67,1017.64,0,84,-1
4,100,0,27.26,0,35.228,0,43.948,0,114.3,502.1,SBU,49.58,Nt,250,Location 2,Free Practice 1,10.1111,11.3,67,1017.61,0,84,-1
5,88,0,26.899,0,34.892,0,43.518,0,115.5,607.4,SBU,49.58,Nt,250,Location 2,Free Practice 1,10.2222,11.4,67,1017.61,0,84,-1
6,116,0,27.206,0,35.428,0,44.101,0,114,714.2,SBU,49.58,Nt,250,Location 2,Free Practice 1,10.2778,11.5,67,1017.64,0,84,-1
7,101,0,27.427,0,34.858,0,43.463,0,115.1,819.9,SBU,49.58,Nt,250,Location 2,Free Practice 1,10.3889,11.6,66,1017.61,2.12187,83,-1
8,81,0,27.171,0,43.423,0,51.142,0,100,941.6,SBU,49.58,Nt,250,Location 2,Free Practice 1,10.5,11.8,65,1017.68,2.12187,83,-1
9,112,2,26.427,0,33.956,2,42.549,0,118.2,1044.6,SBU,49.58,Nt,250,Location 2,Free Practice 1,10.5556,11.9,65,1017.58,0,71,-1
10,87,0,28.145,0,35.586,0,51.925,0,105.2,1160.2,SBU,49.58,Nt,250,Location 2,Free Practice 1,10.5556,12,65,1017.71,0,71,-1
11,100,0,382.5,0,92.8,0,95,0,21.3,1730.6,SBU,49.58,Nt,250,Location 2,Free Practice 1,10.7778,12.3,65,1017.64,0,71,-1
12,73,0,407,0,83.1,0,88.2,0,21,2308.8,SBU,49.58,Nt,250,Location 2,Free Practice 1,10.57011048,12.02857143,65.66666667,1017.621667,0.202082381,75.57142857,-1
13,110,0,86.4,0,37.542,0,46.58,0,71.4,2479.3,SBU,49.58,Nt,250,Location 2,Free Practice 1,11.0556,12.8,65,1017.51,0,71,-1
14,83,0,28.835,0,40.676,0,49.529,0,102.2,2598.3,SBU,49.58,Nt,250,Location 2,Free Practice 1,11.1667,12.8,65,1017.58,0,71,-1
15,69,0,25.099,2,50.764,0,41.863,2,103.4,2716,SBU,49.58,Nt,250,Location 2,Free Practice 1,10.57011048,12.02857143,65.66666667,1017.621667,0.202082381,75.57142857,-1
1,81,0,47.989,0,40.423,0,65.5,0,79.1,153.9,JVER,20.93684211,DS,250,Location 2,Free Practice 1,9.83333,11.2,68,1017.61,1.06093,84,-1
2,97,0,28.022,0,35.805,0,52.559,0,104.5,270.3,JVER,20.93684211,DS,250,Location 2,Free Practice 1,9.94445,11.2,67,1017.61,0,84,-1
3,84,0,53.969,0,35.601,0,46.394,0,89.5,406.3,JVER,20.93684211,DS,250,Location 2,Free Practice 1,10.0556,11.3,67,1017.64,0,84,-1
4,96,0,26.908,0,34.626,0,69,0,93.2,536.8,JVER,20.93684211,DS,250,Location 2,Free Practice 1,10.1111,11.3,67,1017.61,0,84,-1
5,103,0,26.89,0,34.835,0,43.867,0,115.2,642.4,JVER,20.93684211,DS,250,Location 2,Free Practice 1,10.2222,11.4,67,1017.61,0,84,-1
6,105,0,26.515,0,35.009,0,44.878,0,114.4,748.8,JVER,20.93684211,DS,250,Location 2,Free Practice 1,10.3333,11.5,66,1017.68,0,84,-1
7,83,0,26.056,0,33.846,0,43.215,0,118,851.9,JVER,20.93684211,DS,250,Location 2,Free Practice 1,10.4444,11.6,66,1017.61,1.06093,83,-1
8,130,0,32.31,0,48.123,0,65.8,0,83.2,998.2,JVER,20.93684211,DS,250,Location 2,Free Practice 1,10.5,11.8,65,1017.61,1.06093,71,-1
9,117,0,37.182,0,35.343,0,46.746,0,102,1117.4,JVER,20.93684211,DS,250,Location 2,Free Practice 1,10.5556,11.9,65,1017.71,1.06093,71,-1
10,89,0,27.112,0,34.798,0,51.584,0,107.2,1230.9,JVER,20.93684211,DS,250,Location 2,Free Practice 1,10.5556,12,65,1017.75,0,71,-1
11,144,0,326.7,0,40.161,0,51.095,0,29.1,1648.9,JVER,20.93684211,DS,250,Location 2,Free Practice 1,10.7222,12.3,65,1017.54,0,71,-1
12,93,0,28.661,0,40.171,0,57.302,0,96.5,1775,JVER,20.93684211,DS,235,Location 2,Free Practice 1,10.7778,12.4,65,1017.71,0,71,-1
13,119,0,25.078,0,32.605,2,42.109,0,121.9,1874.8,JVER,20.93684211,DS,250,Location 2,Free Practice 1,10.8333,12.5,65,1017.58,0,71,-1
14,73,0,30.198,0,38.532,0,47.294,0,104.9,1990.9,JVER,20.93684211,DS,250,Location 2,Free Practice 1,10.8889,12.6,65,1017.68,0,71,-1
15,123,0,25.739,0,33.307,0,42.434,0,119.9,2092.3,JVER,20.93684211,DS,250,Location 2,Free Practice 1,10.9444,12.6,65,1017.64,0,71,-1
16,100,0,46.204,0,83,0,89,0,55.7,2310.6,JVER,20.93684211,DS,250,Location 2,Free Practice 1,10.57011048,12.02857143,65.66666667,1017.621667,0.202082381,75.57142857,-1
17,107,0,125.9,0,46.244,0,47.611,0,55.4,2530.3,JVER,20.93684211,DS,250,Location 2,Free Practice 1,11.1111,12.8,65,1017.47,0,71,-1
18,97,0,30.621,0,37.664,0,45.304,0,107.1,2643.9,JVER,20.93684211,DS,250,Location 2,Free Practice 1,11.1667,12.9,65,1017.58,0,71,-1
19,73,2,24.705,3,32.906,0,42.005,2,122.1,2743.5,JVER,20.93684211,DS,250,Location 2,Free Practice 1,10.57011048,12.02857143,65.66666667,1017.621667,0.202082381,75.57142857,-1
1,73,0,60.4,0,41.556,0,50.762,0,79.7,152.7,J,27.79444444,BMWE,250,Location 2,Free Practice 1,9.83333,11.2,68,1017.61,1.06093,84,-1
2,110,0,27.881,0,36.534,0,52.483,0,104.1,269.6,J,27.79444444,BMWE,250,Location 2,Free Practice 1,9.94445,11.2,67,1017.61,0,84,-1
3,133,0,55.146,0,36.696,0,54.496,0,83.1,415.9,J,27.79444444,BMWE,250,Location 2,Free Practice 1,10.0556,11.3,67,1017.64,0,84,-1
4,92,0,26.973,0,34.935,0,43.913,0,115,521.7,J,27.79444444,BMWE,250,Location 2,Free Practice 1,10.1111,11.3,67,1017.61,0,84,-1
5,122,0,26.521,0,34.41,0,43.658,0,116.3,626.3,J,27.79444444,BMWE,250,Location 2,Free Practice 1,10.2222,11.4,67,1017.61,0,84,-1
6,87,0,31.477,0,36.706,0,51.413,0,101.7,745.9,J,27.79444444,BMWE,250,Location 2,Free Practice 1,10.3333,11.5,66,1017.68,0,84,-1
7,82,0,26.274,0,34.353,0,212.3,0,44.6,1018.8,J,27.79444444,BMWE,250,Location 2,Free Practice 1,10.5,11.8,65,1017.61,1.06093,71,-1
8,79,0,26.305,0,33.984,0,43.124,0,117.7,1122.2,J,27.79444444,BMWE,250,Location 2,Free Practice 1,10.5556,11.9,65,1017.71,1.06093,71,-1
9,87,0,29.967,0,40.22,0,48.391,0,102.6,1240.8,J,27.79444444,BMWE,250,Location 2,Free Practice 1,10.5556,12,65,1017.75,0,71,-1
10,71,0,26.04,0,33.76,0,42.614,0,118.8,1343.2,J,27.79444444,BMWE,250,Location 2,Free Practice 1,10.6111,12.1,65,1017.71,0,71,-1
11,98,0,27.893,0,35.075,0,50.7,0,107,1456.9,J,27.79444444,BMWE,250,Location 2,Free Practice 1,10.6667,12.2,65,1017.64,0,71,-1
12,88,0,268.3,0,38.435,0,47.89,0,34.3,1811.6,J,27.79444444,BMWE,250,Location 2,Free Practice 1,10.8333,12.4,65,1017.68,0,71,-1
13,74,0,26.503,0,34.078,0,43.213,0,117.2,1915.3,J,27.79444444,BMWE,250,Location 2,Free Practice 1,10.8333,12.5,65,1017.58,0,71,-1
14,76,0,26.015,0,37.605,0,53.045,0,104.3,2032,J,27.79444444,BMWE,250,Location 2,Free Practice 1,10.8889,12.6,65,1017.68,0,71,-1
15,89,0,28.046,0,41.378,0,79.7,0,81.6,2181.1,J,27.79444444,BMWE,250,Location 2,Free Practice 1,10.9444,12.6,65,1017.54,0,71,-1
16,114,0,266.6,0,37.18,0,49.813,0,34.4,2534.7,J,27.79444444,BMWE,250,Location 2,Free Practice 1,11.1111,12.8,65,1017.47,0,71,-1
17,0,2,25.218,2,32.733,2,41.636,2,122.2,2634.3,J,27.79444444,BMWE,250,Location 2,Free Practice 1,11.1667,12.8,65,1017.58,0,71,-1
18,122,0,29.222,0,42.193,0,45.935,0,103.7,2751.6,J,27.79444444,BMWE,250,Location 2,Free Practice 1,10.57011048,12.02857143,65.66666667,1017.621667,0.202082381,75.57142857,-1
1,93,0,122,0,39.988,0,46.823,0,58.3,208.9,MNT,70.79333333,BMWl,250,Location 2,Free Practice 1,9.94445,11.2,67,1017.64,0,84,-1
2,87,0,27.8,0,48.562,0,76.6,0,79.5,361.8,MNT,70.79333333,BMWl,250,Location 2,Free Practice 1,10.0556,11.3,67,1017.64,0,84,-1
3,93,0,26.875,0,34.816,0,43.786,0,115.4,467.3,MNT,70.79333333,BMWl,250,Location 2,Free Practice 1,10.57011048,12.02857143,65.66666667,1017.621667,0.202082381,75.57142857,-1
4,87,0,26.396,0,34.026,0,43.652,0,116.9,571.4,MNT,70.79333333,BMWl,250,Location 2,Free Practice 1,10.1667,11.4,67,1017.64,0,84,-1
5,83,0,26.433,0,34.399,0,43.305,0,116.8,675.5,MNT,70.79333333,BMWl,250,Location 2,Free Practice 1,10.2778,11.5,67,1017.64,0,84,-1
6,113,0,26.389,0,34.373,0,49.944,0,109.9,786.2,MNT,70.79333333,BMWl,250,Location 2,Free Practice 1,10.3889,11.6,66,1017.61,2.12187,83,-1
7,105,0,476,0,35.542,0,44.183,0,21.9,1341.9,MNT,70.79333333,BMWl,250,Location 2,Free Practice 1,10.6111,12.1,65,1017.71,0,71,-1
8,117,0,26.692,0,34.2,0,43.113,0,117,1445.9,MNT,70.79333333,BMWl,250,Location 2,Free Practice 1,10.6667,12.2,65,1017.64,0,71,-1
9,129,0,26.354,0,40.504,0,56.856,0,98.4,1569.6,MNT,70.79333333,BMWl,250,Location 2,Free Practice 1,10.7222,12.3,65,1017.64,0,71,-1
10,71,0,25.963,0,33.705,0,46.481,0,114.6,1675.8,MNT,70.79333333,BMWl,250,Location 2,Free Practice 1,10.7222,12.3,65,1017.54,0,71,-1
11,83,0,417.7,0,49.231,0,88.9,0,21.9,2231.6,MNT,70.79333333,BMWl,250,Location 2,Free Practice 1,11,12.6,65,1017.58,0,71,-1
12,70,0,166.2,0,38.756,0,51.102,0,47.5,2487.6,MNT,70.79333333,BMWl,235,Location 2,Free Practice 1,11.0556,12.8,65,1017.51,0,71,-1
13,83,2,25.27,0,32.956,2,41.714,2,121.8,2587.6,MNT,70.79333333,BMWl,250,Location 2,Free Practice 1,11.1667,12.8,65,1017.58,0,71,-1
14,96,0,26.809,0,36.823,0,43.058,0,114.1,2694.3,MNT,70.79333333,BMWl,250,Location 2,Free Practice 1,11.1667,12.9,65,1017.58,0,71,-1
15,88,0,25.15,2,37.491,0,42.104,0,116.2,2799,MNT,70.79333333,BMWl,250,Location 2,Free Practice 1,10.57011048,12.02857143,65.66666667,1017.621667,0.202082381,75.57142857,-1
1,72,0,70.2,0,40.01,0,53.23,0,74.4,163.4,AS,40.15,MAHINDRAd,250,Location 2,Free Practice 1,9.83333,11.2,68,1017.61,1.06093,84,-1
2,119,0,26.968,0,34.797,0,55.134,0,104.1,280.3,AS,40.15,MAHINDRAd,250,Location 2,Free Practice 1,9.94445,11.2,67,1017.61,0,84,-1
3,89,0,49.164,0,34.723,0,48.413,0,92,412.6,AS,40.15,MAHINDRAd,250,Location 2,Free Practice 1,10.0556,11.3,67,1017.64,0,84,-1
4,84,0,27.107,0,34.853,0,43.99,0,114.8,518.6,AS,40.15,MAHINDRAd,250,Location 2,Free Practice 1,10.1111,11.3,67,1017.61,0,84,-1
5,91,0,26.707,0,34.59,0,43.995,0,115.6,623.9,AS,40.15,MAHINDRAd,250,Location 2,Free Practice 1,10.2222,11.4,67,1017.61,0,84,-1
6,96,0,26.569,0,34.585,0,43.632,0,116.1,728.7,AS,40.15,MAHINDRAd,250,Location 2,Free Practice 1,10.3333,11.5,66,1017.68,0,84,-1
7,104,0,26.885,0,35.215,0,48.815,0,109.7,839.6,AS,40.15,MAHINDRAd,250,Location 2,Free Practice 1,10.3889,11.6,66,1017.61,2.12187,83,-1
8,103,0,26.571,0,34.349,0,53.38,0,106.5,953.9,AS,40.15,MAHINDRAd,250,Location 2,Free Practice 1,10.5,11.8,65,1017.68,2.12187,83,-1
9,70,0,26.235,0,34.037,0,43.209,0,117.6,1057.4,AS,40.15,MAHINDRAd,250,Location 2,Free Practice 1,10.5556,11.9,65,1017.58,0,71,-1
10,91,0,26.286,0,34.019,0,49.544,0,110.8,1167.2,AS,40.15,MAHINDRAd,250,Location 2,Free Practice 1,10.5556,12,65,1017.71,0,71,-1
11,84,0,435,0,37.826,0,53.778,0,23.1,1693.8,AS,40.15,MAHINDRAd,250,Location 2,Free Practice 1,10.7778,12.3,65,1017.64,0,71,-1
12,85,0,26.023,0,33.907,0,45.38,0,115.5,1799.2,AS,40.15,MAHINDRAd,250,Location 2,Free Practice 1,10.7778,12.4,65,1017.71,0,71,-1
13,114,0,25.864,0,33.724,0,42.444,2,119.3,1901.2,AS,40.15,MAHINDRAd,250,Location 2,Free Practice 1,10.8333,12.5,65,1017.58,0,71,-1
14,133,0,34.649,0,44.742,0,55.224,0,90.4,2035.8,AS,40.15,MAHINDRAd,235,Location 2,Free Practice 1,10.8889,12.6,65,1017.68,0,71,-1
15,93,0,25.511,0,32.865,0,71.1,0,94,2165.3,AS,40.15,MAHINDRAd,235,Location 2,Free Practice 1,10.9444,12.6,65,1017.54,0,71,-1
16,124,0,315.9,0,36.282,0,47.423,0,30.5,2564.8,AS,40.15,MAHINDRAd,250,Location 2,Free Practice 1,11.1111,12.8,65,1017.47,0,71,-1
17,69,2,25.207,2,32.809,2,42.683,0,120.8,2665.5,AS,40.15,MAHINDRAd,250,Location 2,Free Practice 1,11.1667,12.9,65,1017.58,0,71,-1
18,100,0,25.492,0,34.302,0,42.887,0,118.5,2768.2,AS,40.15,MAHINDRAd,250,Location 2,Free Practice 1,10.57011048,12.02857143,65.66666667,1017.621667,0.202082381,75.57142857,-1
1,71,0,63.8,0,41.311,0,53.49,0,76.7,158.6,RR,47.38235294,AR,250,Location 2,Free Practice 1,9.83333,11.2,68,1017.61,1.06093,84,-1
2,89,0,27.166,0,35.763,0,51.461,0,106.4,273,RR,47.38235294,AR,250,Location 2,Free Practice 1,9.94445,11.2,67,1017.61,0,84,-1
3,72,0,53.374,0,36.158,0,48.307,0,88.3,410.9,RR,47.38235294,AR,250,Location 2,Free Practice 1,10.0556,11.3,67,1017.64,0,84,-1
4,92,0,27.024,0,34.478,0,43.677,0,115.7,516.1,RR,47.38235294,AR,250,Location 2,Free Practice 1,10.1111,11.3,67,1017.61,0,84,-1
5,123,0,26.663,0,34.74,0,43.959,0,115.5,621.4,RR,47.38235294,AR,250,Location 2,Free Practice 1,10.2222,11.4,67,1017.61,0,84,-1
6,75,0,26.866,0,34.49,0,43.779,0,115.7,726.6,RR,47.38235294,AR,250,Location 2,Free Practice 1,10.3333,11.5,66,1017.68,0,84,-1
7,126,0,27.233,0,34.62,0,45.565,0,113.3,834,RR,47.38235294,AR,250,Location 2,Free Practice 1,10.3889,11.6,66,1017.61,2.12187,83,-1
8,92,0,26.992,0,34.465,0,49.227,0,109.9,944.7,RR,47.38235294,AR,250,Location 2,Free Practice 1,10.5,11.8,65,1017.68,2.12187,83,-1
9,72,0,26.242,0,33.963,0,47.743,0,112.7,1052.6,RR,47.38235294,AR,250,Location 2,Free Practice 1,10.5556,11.9,65,1017.58,0,71,-1
10,113,0,358.6,0,38.992,0,45.365,0,27.5,1495.5,RR,47.38235294,AR,250,Location 2,Free Practice 1,10.6667,12.2,65,1017.64,0,71,-1
